台灣頻道,#genre#
Natgeo_HD,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/natgeohd_twn/playlist.m3u8
NatGeo_Wild HD,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/natgeowild_twn/playlist.m3u8
Animal_Planet,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/animalplanet_twn/playlist.m3u8
Discovery Asia,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/discoverytwn_twn/playlist.m3u8
CI,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/ci_twn/playlist.m3u8
Asia Travel,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/asiatravel_twn/playlist.m3u8
Discovery HD,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/discoveryhd_twn/playlist.m3u8
亚洲美食,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/afc_twn/playlist.m3u8
美食星球,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/foodplanet_twn/playlist.m3u8
亚洲旅游 TLC Asia,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/tlc_twn/playlist.m3u8
NatGeo HD,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/Natgeo/playlist.m3u8
Fashion TV,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/fashiontv_twn/playlist.m3u8
History,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/History/playlist.m3u8
BBC Earth HD,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/bbcearth_twn/playlist.m3u8
BBC Earth Lifestyle,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/bbclifestyle_twn/playlist.m3u8
MTV Live,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/mtvhd_twn/playlist.m3u8
NatGeo Wild HD,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/Natgeowild/playlist.m3u8
Animal Planet (Eng),http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/AnimalPlanet/playlist.m3u8
TLC,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/Tlc/playlist.m3u8
AFC 亚洲旅游台,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/asiatravel_twn/playlist.m3u8
Foodnetwork Hd,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/Foodnetwork_mega/playlist.m3u8
HGTV,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/HGTV/playlist.m3u8


新聞頻道,#genre# 
Skynews,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/skynews_antik/playlist.m3u8
ABC News,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/abcnews_glo/playlist.m3u8
东森财经新闻 ETTV Business,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/ettvcaijing_twn/playlist.m3u8
CBS HD,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/cbshd_glo/playlist.m3u8
CBSN HD,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/cbsn_glo/playlist.m3u8
France 24,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/france24_twn/playlist.m3u8
DW (Deutsch),http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/dw_twn/playlist.m3u8
NHK World,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/nhkworld_japan/playlist.m3u8
Fox News,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/foxnews_twn/playlist.m3u8
CGTN,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/CGTN/playlist.m3u8
CNN International,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/Cnn/playlist.m3u8
CNN backup,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/cnn_twn/playlist.m3u8
CNBC,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/cnbc_twn/playlist.m3u8
CNA,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/cna/playlist.m3u8
BBC World News,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/bbcnews_twn/playlist.m3u8
BBC World News,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/Bbcnews/playlist.m3u8
Bloomberg News,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/bloomberg_twn/playlist.m3u8
Al-Jazeera,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/aljazeera_twn/playlist.m3u8
Skynews,https://smart.pendy.dpdns.org/Smart.php?id=skynews_twn
ABC News,https://smart.pendy.dpdns.org/Smart.php?id=abcnews_glo
CBS HD,https://smart.pendy.dpdns.org/Smart.php?id=cbshd_glo
CBSN HD,https://smart.pendy.dpdns.org/Smart.php?id=cbsn_glo
France 24,https://smart.pendy.dpdns.org/Smart.php?id=france24_twn
DW (Deutsch),https://smart.pendy.dpdns.org/Smart.php?id=dw_twn
NHK World,https://smart.pendy.dpdns.org/Smart.php?id=nhkworld_japan
Fox News,https://smart.pendy.dpdns.org/Smart.php?id=foxnews_twn
CNN International,https://smart.pendy.dpdns.org/Smart.php?id=Cnn
CNN backup,https://smart.pendy.dpdns.org/Smart.php?id=cnn_twn
CNBC,https://smart.pendy.dpdns.org/Smart.php?id=cnbc_twn
CNA,https://smart.pendy.dpdns.org/Smart.php?id=cna
BBC World News,https://smart.pendy.dpdns.org/Smart.php?id=bbcnews_twn
BBC World News,https://smart.pendy.dpdns.org/Smart.php?id=Bbcnews
Bloomberg News,https://smart.pendy.dpdns.org/Smart.php?id=bloomberg_twn
Al-Jazeera,https://smart.pendy.dpdns.org/Smart.php?id=aljazeera_twn


少兒頻道,#genre#
Baby TV Eng,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/Babytv/playlist.m3u8
CBeebies,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/Cbeebies/playlist.m3u8
Kids TV,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/KidsTV/playlist.m3u8
Boomerang,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/Boomerang/playlist.m3u8
Disney Taiwan,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/disneytwn_twn/playlist.m3u8
Momo TV,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/momo1_twn/playlist.m3u8
Animax,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/Animax/playlist.m3u8
靖天卡通台,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/jingtiancartoon_twn/playlist.m3u8
Boomerang Taiwan,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/boomerang_twn/playlist.m3u8
Baby TV,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/babytv_twn/playlist.m3u8
MiaoMi,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/MiaoMi/playlist.m3u8
东森幼幼 Yoyo TV,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/yoyo_twn/playlist.m3u8
Cartoon Network,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/Cn/playlist.m3u8
Nickelodeon,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/Nickelodeon/playlist.m3u8
Nick Jr,http://wanjiatv.net/ydmt/smrt.php?playurl=http://50.7.234.10:8278/Nickjr/playlist.m3u8
Baby TV Eng,https://smart.pendy.dpdns.org/Smart.php?id=Babytv
CBeebies,https://smart.pendy.dpdns.org/Smart.php?id=Cbeebies
Kids TV,https://smart.pendy.dpdns.org/Smart.php?id=KidsTV
Momo TV,https://smart.pendy.dpdns.org/Smart.php?id=momo1_twn
Baby TV,https://smart.pendy.dpdns.org/Smart.php?id=babytv_twn
MiaoMi,https://smart.pendy.dpdns.org/Smart.php?id=MiaoMi
Cartoon Network,https://smart.pendy.dpdns.org/Smart.php?id=Cn
Nickelodeon,https://smart.pendy.dpdns.org/Smart.php?id=Nickelodeon
Nick Jr,https://smart.pendy.dpdns.org/Smart.php?id=Nickjr


记录频道,#genre# 
Natgeo_HD,https://smart.pendy.dpdns.org/Smart.php?id=natgeohd_twn
NatGeo_Wild HD,https://smart.pendy.dpdns.org/Smart.php?id=natgeowild_twn
Animal_Planet,https://smart.pendy.dpdns.org/Smart.php?id=animalplanet_twn
Discovery Asia,https://smart.pendy.dpdns.org/Smart.php?id=discoverytwn_twn
CI,https://smart.pendy.dpdns.org/Smart.php?id=ci_twn
Discovery HD,https://smart.pendy.dpdns.org/Smart.php?id=discoveryhd_twn
NatGeo HD,https://smart.pendy.dpdns.org/Smart.php?id=Natgeo
Fashion TV,https://smart.pendy.dpdns.org/Smart.php?id=fashiontv_twn
History,https://smart.pendy.dpdns.org/Smart.php?id=History
BBC Earth HD,https://smart.pendy.dpdns.org/Smart.php?id=bbcearth_twn
BBC Earth Lifestyle,https://smart.pendy.dpdns.org/Smart.php?id=bbclifestyle_twn
NatGeo Wild HD,https://smart.pendy.dpdns.org/Smart.php?id=Natgeowild
Animal Planet (Eng),https://smart.pendy.dpdns.org/Smart.php?id=AnimalPlanet
TLC,https://smart.pendy.dpdns.org/Smart.php?id=Tlc
Foodnetwork Hd,https://smart.pendy.dpdns.org/Smart.php?id=Foodnetwork
HGTV,https://smart.pendy.dpdns.org/Smart.php?id=HGTV


香港频道,#genre# 
翡翠台,https://smart.pendy.dpdns.org/Smart.php?id=jade_twn
翡翠台 backup,https://smart.pendy.dpdns.org/Smart.php?id=Jade_xue
iNews 新闻台,https://smart.pendy.dpdns.org/Smart.php?id=inews_twn
J 2,https://smart.pendy.dpdns.org/Smart.php?id=j2_twn
珍珠台,https://smart.pendy.dpdns.org/Smart.php?id=pearl_twn
凤凰香港,https://smart.pendy.dpdns.org/Smart.php?id=hkphoenix_twn
HOY资讯台,https://smart.pendy.dpdns.org/Smart.php?id=hoycaijing_twn
RHK 31,https://smart.pendy.dpdns.org/Smart.php?id=rhk31_twn
VIUTV1,https://smart.pendy.dpdns.org/Smart.php?id=viu1_twn
RHK 32,https://smart.pendy.dpdns.org/Smart.php?id=rhk32_twn
凤凰卫视,https://smart.pendy.dpdns.org/Smart.php?id=phoenixtv_hd
凤凰资讯,https://smart.pendy.dpdns.org/Smart.php?id=phoenixinfo_hd
Viu6,https://smart.pendy.dpdns.org/Smart.php?id=viusix_twn

央视频道,#genre# 
CCTV-1 综合 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv1
CCTV-2 财经,https://smart.pendy.dpdns.org/Smart.php?id=cctv2
CCTV-3 综艺 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv3
CCTV-4 中文国际,https://smart.pendy.dpdns.org/Smart.php?id=cctv4
CCTV4 新闻台,https://smart.pendy.dpdns.org/Smart.php?id=Cctv4
CCTV-5 体育频道,https://smart.pendy.dpdns.org/Smart.php?id=cctv5
CCTV-5+ 体育赛事 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv5plus
CCTV-6,https://smart.pendy.dpdns.org/Smart.php?id=cctv6
CCTV-7 军事农业,https://smart.pendy.dpdns.org/Smart.php?id=cctv7
CCTV-8 电视剧 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv8hd
CCTV-9 记录 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv9hd
CCTV-10 科教 HD,https://smart.pendy.dpdns.org/Smart.php?id=cctv10hd
CCTV-11 戏曲,https://smart.pendy.dpdns.org/Smart.php?id=cctv11
CCTV-12 社会与法,https://smart.pendy.dpdns.org/Smart.php?id=cctv12
CCTV-13 新闻频道,https://smart.pendy.dpdns.org/Smart.php?id=cctv13
CCTV-14 少儿,https://smart.pendy.dpdns.org/Smart.php?id=cctv14
CCTV-6,https://smart.pendy.dpdns.org/Smart.php?id=cctv6
CCTV-15 音乐,https://smart.pendy.dpdns.org/Smart.php?id=cctv15

卫视频道,#genre# 
湖南卫视,https://smart.pendy.dpdns.org/Smart.php?id=hunan_twn
浙江卫视,https://smart.pendy.dpdns.org/Smart.php?id=zhejiang_twn
江苏卫视,https://smart.pendy.dpdns.org/Smart.php?id=jiangsu_twn
深圳卫视,https://smart.pendy.dpdns.org/Smart.php?id=shenzhen
福建东南卫视,https://smart.pendy.dpdns.org/Smart.php?id=fujian
广东南方卫视,https://smart.pendy.dpdns.org/Smart.php?id=nanfang_twn
广东卫视,https://smart.pendy.dpdns.org/Smart.php?id=guangdongweishi_twn
北京卫视,https://smart.pendy.dpdns.org/Smart.php?id=beijing
珠江台,https://smart.pendy.dpdns.org/Smart.php?id=zhujiang
广西卫视,https://smart.pendy.dpdns.org/Smart.php?id=guangxi
湖北卫视,https://smart.pendy.dpdns.org/Smart.php?id=hubei
四川卫视,https://smart.pendy.dpdns.org/Smart.php?id=sichuan_twn
东方卫视,https://smart.pendy.dpdns.org/Smart.php?id=dongfangweishi_twn
CGTN,https://smart.pendy.dpdns.org/Smart.php?id=CGTN


新加坡频道,#genre# 
Channel 5,https://smart.pendy.dpdns.org/Smart.php?id=Channel5HD
Channel 8,https://smart.pendy.dpdns.org/Smart.php?id=Channel8HD
Suria,https://smart.pendy.dpdns.org/Smart.php?id=Suria
Channel U,https://smart.pendy.dpdns.org/Smart.php?id=ChannelU
Vasantham,https://smart.pendy.dpdns.org/Smart.php?id=Vasantham
CNA backup,https://smart.pendy.dpdns.org/Smart.php?id=cna_twn
MeWatch Ch 5,https://smart.pendy.dpdns.org/Smart.php?id=Mewatch_ch5
MeWatch Ch 8,https://smart.pendy.dpdns.org/Smart.php?id=Mewatch_ch8
MeWatch Ch U,https://smart.pendy.dpdns.org/Smart.php?id=Mewatch_chU
MeWatch Suria,https://smart.pendy.dpdns.org/Smart.php?id=Mewatch_Suria
MeWatch Vasantham,https://smart.pendy.dpdns.org/Smart.php?id=Mewatch_Vasantham
MeWatch CNA,https://smart.pendy.dpdns.org/Smart.php?id=Mewatch_cna

马来西亚频道,#genre# 
TV1,https://smart.pendy.dpdns.org/Smart.php?id=TV1
TV1 backup,https://smart.pendy.dpdns.org/Smart.php?id=TV1_backup
TV2,https://smart.pendy.dpdns.org/Smart.php?id=TV2
TV3,https://smart.pendy.dpdns.org/Smart.php?id=TV3
TV3 SD,https://smart.pendy.dpdns.org/Smart.php?id=TV3_mega
NTV7,https://smart.pendy.dpdns.org/Smart.php?id=NTV7
TV8,https://smart.pendy.dpdns.org/Smart.php?id=TV8
TV9,https://smart.pendy.dpdns.org/Smart.php?id=TV9
Ria,https://smart.pendy.dpdns.org/Smart.php?id=Ria-0
Ria-3,https://smart.pendy.dpdns.org/Smart.php?id=Ria_backup
Al-Hijrah,https://smart.pendy.dpdns.org/Smart.php?id=Alhijrah
Al-Hijrah backup,https://smart.pendy.dpdns.org/Smart.php?id=Alhijrah_backup
Awani,https://smart.pendy.dpdns.org/Smart.php?id=Awani
Bernama,https://smart.pendy.dpdns.org/Smart.php?id=Bernama
Prima,https://smart.pendy.dpdns.org/Smart.php?id=Prima-0
Prima backup,https://smart.pendy.dpdns.org/Smart.php?id=AAprima1
Prima backup 2,https://smart.pendy.dpdns.org/Smart.php?id=AAprima
Ceria,https://smart.pendy.dpdns.org/Smart.php?id=Ceria
Astro MTV,https://smart.pendy.dpdns.org/Smart.php?id=AstroMTV
Mecca Live HD,https://smart.pendy.dpdns.org/Smart.php?id=quran_mido
Madinah HD,https://smart.pendy.dpdns.org/Smart.php?id=sunnah_mido
Oasis,https://smart.pendy.dpdns.org/Smart.php?id=Oasis
Siar,https://smart.pendy.dpdns.org/Smart.php?id=Siar
Citra,https://smart.pendy.dpdns.org/Smart.php?id=AAcitra
Citra backup,https://smart.pendy.dpdns.org/Smart.php?id=AAcitra1
Sensasi,https://smart.pendy.dpdns.org/Smart.php?id=Sensasi
Aura,https://smart.pendy.dpdns.org/Smart.php?id=Aura
Rania,https://smart.pendy.dpdns.org/Smart.php?id=Rania
KBS World,https://smart.pendy.dpdns.org/Smart.php?id=KBS
Boo,https://smart.pendy.dpdns.org/Smart.php?id=Boo
Awesome TV,https://smart.pendy.dpdns.org/Smart.php?id=Dsangat
Astro Sonypix,https://smart.pendy.dpdns.org/Smart.php?id=Asonypix
Sony HD,https://smart.pendy.dpdns.org/Smart.php?id=SetOne
TvN,https://smart.pendy.dpdns.org/Smart.php?id=TVN
AEC,https://smart.pendy.dpdns.org/Smart.php?id=AEC
华丽台 HD （Wah Lai Toi）,https://smart.pendy.dpdns.org/Smart.php?id=Wlt
欢喜台 HD （Hua Hee Tai）,https://smart.pendy.dpdns.org/Smart.php?id=Huahee
Astro QJ,https://smart.pendy.dpdns.org/Smart.php?id=Quanjia
TVB Jade,https://smart.pendy.dpdns.org/Smart.php?id=Tvbjade
TVB Asia,https://smart.pendy.dpdns.org/Smart.php?id=Tvbasia
TVB Entertainment,https://smart.pendy.dpdns.org/Smart.php?id=Tvbentertainment
TVB Classic,https://smart.pendy.dpdns.org/Smart.php?id=Tvbclassic
AOD,https://smart.pendy.dpdns.org/Smart.php?id=Aodhd
TVB 星河台 Xing He,https://smart.pendy.dpdns.org/Smart.php?id=Xinhe
爱奇艺 iQiyi,https://smart.pendy.dpdns.org/Smart.php?id=Qiyi
Goshop,https://smart.pendy.dpdns.org/Smart.php?id=Goshop
Celestial Movies HD,https://smart.pendy.dpdns.org/Smart.php?id=Celestial
Astro LOL,https://smart.pendy.dpdns.org/Smart.php?id=Astro_lol
Astro Rusi,https://smart.pendy.dpdns.org/Smart.php?id=Rusi
WION,https://smart.pendy.dpdns.org/Smart.php?id=Wion
RTM Asean,https://smart.pendy.dpdns.org/Smart.php?id=Rtmasean

印尼频道,#genre# 
TVRI National,https://smart.pendy.dpdns.org/Smart.php?id=TVRI
RCTI,https://smart.pendy.dpdns.org/Smart.php?id=Rcti
Kompass TV,https://smart.pendy.dpdns.org/Smart.php?id=Kompass
Berita Satu,https://smart.pendy.dpdns.org/Smart.php?id=BeritaSatu_eko
Indosiar HD,https://smart.pendy.dpdns.org/Smart.php?id=Indosiar
AnTV,https://smart.pendy.dpdns.org/Smart.php?id=Antv
MNC TV,https://smart.pendy.dpdns.org/Smart.php?id=Mnctv
Trans 7,https://smart.pendy.dpdns.org/Smart.php?id=Trans7_eko
Transtv,https://smart.pendy.dpdns.org/Smart.php?id=Transtv
JTV,https://smart.pendy.dpdns.org/Smart.php?id=JTV_eko
Metro TV,https://smart.pendy.dpdns.org/Smart.php?id=metrotv_eko
SCTV,https://smart.pendy.dpdns.org/Smart.php?id=SCTV
Tvone,https://smart.pendy.dpdns.org/Smart.php?id=Tvone
TVMU,https://smart.pendy.dpdns.org/Smart.php?id=TVMU_eko
GTV,https://smart.pendy.dpdns.org/Smart.php?id=Gtv
RTV,https://smart.pendy.dpdns.org/Smart.php?id=Rtv
Jak TV,https://smart.pendy.dpdns.org/Smart.php?id=JakTV
iNews TV,https://smart.pendy.dpdns.org/Smart.php?id=Inewstv
Daai TV,https://smart.pendy.dpdns.org/Smart.php?id=DaaiTV
Net TV,https://smart.pendy.dpdns.org/Smart.php?id=NetTV
EWTN,https://smart.pendy.dpdns.org/Smart.php?id=Ewtn
AlQuran AlKareem,https://smart.pendy.dpdns.org/Smart.php?id=AlQuran
Tawaf TV,https://smart.pendy.dpdns.org/Smart.php?id=TawafTV
Vision Prime,https://smart.pendy.dpdns.org/Smart.php?id=VisionPrime
Muslim TV,https://smart.pendy.dpdns.org/Smart.php?id=MuslimTV
Music TV,https://smart.pendy.dpdns.org/Smart.php?id=MusicTV
Lifestyle&Fashion,https://smart.pendy.dpdns.org/Smart.php?id=Lifestyle
Entertain,https://smart.pendy.dpdns.org/Smart.php?id=Entertain

印度频道,#genre# 
Sun TV HD,https://smart.pendy.dpdns.org/Smart.php?id=Suntv
Star Vijay,https://smart.pendy.dpdns.org/Smart.php?id=Starvijay
Colors Tamil,https://smart.pendy.dpdns.org/Smart.php?id=Colorstam
Sun Music,https://smart.pendy.dpdns.org/Smart.php?id=Sunmusic
Astro Sunlife,https://smart.pendy.dpdns.org/Smart.php?id=Sunlife
Astro Vaanavil,https://smart.pendy.dpdns.org/Smart.php?id=Vaanavil
Zee Tamil,https://smart.pendy.dpdns.org/Smart.php?id=Zeetamil
Zee Business,https://smart.pendy.dpdns.org/Smart.php?id=Zeebusiness
News 18 Tamil,https://smart.pendy.dpdns.org/Smart.php?id=news18tamil_raj
Adithya,https://smart.pendy.dpdns.org/Smart.php?id=Adithya
Makkal TV,https://smart.pendy.dpdns.org/Smart.php?id=Makkaltv
Zee Action,https://smart.pendy.dpdns.org/Smart.php?id=Zeeaction
Astro KTV,https://smart.pendy.dpdns.org/Smart.php?id=Astroktv
Zee TV HD,https://smart.pendy.dpdns.org/Smart.php?id=Zeetvhd
Zee Cinema HD,https://smart.pendy.dpdns.org/Smart.php?id=Zeecinemahd
Color HD,https://smart.pendy.dpdns.org/Smart.php?id=Colorhd
Starplus HD,https://smart.pendy.dpdns.org/Smart.php?id=Starplushd
Picture HD,https://smart.pendy.dpdns.org/Smart.php?id=Npicture
Zee News,https://smart.pendy.dpdns.org/Smart.php?id=Zeenews
Asianet,https://smart.pendy.dpdns.org/Smart.php?id=asianet_raj
Asianet News,https://smart.pendy.dpdns.org/Smart.php?id=asianetnews_raj
Discovery World Tamil,https://smart.pendy.dpdns.org/Smart.php?id=discoveryworldtam_raj
History Tamil,https://smart.pendy.dpdns.org/Smart.php?id=historytam_raj
NatGeo Tamil,https://smart.pendy.dpdns.org/Smart.php?id=natgeotamil_raj
Natgeo Wild Tamil,https://smart.pendy.dpdns.org/Smart.php?id=natgeowildtamil_raj
Discovery Kids Tamil,https://smart.pendy.dpdns.org/Smart.php?id=discoverykidtamil_raj
Discovery Tamil,https://smart.pendy.dpdns.org/Smart.php?id=discoverytamil_raj
Sony Yay Tamil,https://smart.pendy.dpdns.org/Smart.php?id=sonyyaytam_raj
Sun TV India,https://smart.pendy.dpdns.org/Smart.php?id=suntv_raj
Starmaa HD,https://smart.pendy.dpdns.org/Smart.php?id=starmaa_raj
Starmaa Movies HD,https://smart.pendy.dpdns.org/Smart.php?id=starmaamovies_raj
Bollyone,https://smart.pendy.dpdns.org/Smart.php?id=Bollyone
Vijay Super,https://smart.pendy.dpdns.org/Smart.php?id=vijaysuper_raj
Vellithirai,https://smart.pendy.dpdns.org/Smart.php?id=Vellithirai

泰国频道,#genre# 
Channel 3 Thailand,https://smart.pendy.dpdns.org/Smart.php?id=ch3_pat
Channel 5 Thailand,https://smart.pendy.dpdns.org/Smart.php?id=ch5_pat
Channel 7 Thailand,https://smart.pendy.dpdns.org/Smart.php?id=ch7_pat
MCOT HD Thailand-1,https://smart.pendy.dpdns.org/Smart.php?id=mcot_pat
PPTV Thailand1,https://smart.pendy.dpdns.org/Smart.php?id=pptv_pat
Thai Thai,https://smart.pendy.dpdns.org/Smart.php?id=thaithai_pat
Amarin,https://smart.pendy.dpdns.org/Smart.php?id=amarin_pat
Ch 8,https://smart.pendy.dpdns.org/Smart.php?id=ch8_pat
GmmOne,https://smart.pendy.dpdns.org/Smart.php?id=gmmone_pat
Mono,https://smart.pendy.dpdns.org/Smart.php?id=mono_pat
Thairath,https://smart.pendy.dpdns.org/Smart.php?id=thairath_pat
tpbs,https://smart.pendy.dpdns.org/Smart.php?id=tpbs_pat
Workpoint,https://smart.pendy.dpdns.org/Smart.php?id=workpoint_pat
Gmm Channel,https://smart.pendy.dpdns.org/Smart.php?id=gmmchannel_pat
Nation,https://smart.pendy.dpdns.org/Smart.php?id=nation_pat
Tnn24,https://smart.pendy.dpdns.org/Smart.php?id=tnn24_pat
Nbt,https://smart.pendy.dpdns.org/Smart.php?id=nbt_pat
New,https://smart.pendy.dpdns.org/Smart.php?id=new_pat
TPTV,https://smart.pendy.dpdns.org/Smart.php?id=tptv_pat

英国频道,#genre# 
BBC 1,https://smart.pendy.dpdns.org/Smart.php?id=bbc1_antik
BBC 2,https://smart.pendy.dpdns.org/Smart.php?id=bbc2_antik
CBBC,https://smart.pendy.dpdns.org/Smart.php?id=cbbc_antik
More4,https://smart.pendy.dpdns.org/Smart.php?id=more4_antik
Freesports,https://smart.pendy.dpdns.org/Smart.php?id=freesports_antik
Pick TV,https://smart.pendy.dpdns.org/Smart.php?id=picktv_antik
itv 1,https://smart.pendy.dpdns.org/Smart.php?id=itv1_antik
itv 2,https://smart.pendy.dpdns.org/Smart.php?id=itv2_antik
Euronews,https://smart.pendy.dpdns.org/Smart.php?id=euronews_antik
Channel 4,https://smart.pendy.dpdns.org/Smart.php?id=channel4_antik
BBC World News,https://smart.pendy.dpdns.org/Smart.php?id=bbcworldnews_antik

越南频道,#genre# 
ANTV,https://smart.pendy.dpdns.org/Smart.php?id=viet_antv
VTV 1,https://smart.pendy.dpdns.org/Smart.php?id=viet_vtv1
VTV 7,https://smart.pendy.dpdns.org/Smart.php?id=viet_vtv7
HTV 7,https://smart.pendy.dpdns.org/Smart.php?id=viet_htv7
HTV 9,https://smart.pendy.dpdns.org/Smart.php?id=viet_htv9
BPTV 2,https://smart.pendy.dpdns.org/Smart.php?id=viet_bptv2
BRT HD,https://smart.pendy.dpdns.org/Smart.php?id=viet_brt
Ca Mau TV,https://smart.pendy.dpdns.org/Smart.php?id=viet_camautv
Danang TV1 HD,https://smart.pendy.dpdns.org/Smart.php?id=viet_danangtv1
Danang TV2 HD,https://smart.pendy.dpdns.org/Smart.php?id=viet_danangtv2
HBTV HD,https://smart.pendy.dpdns.org/Smart.php?id=viet_hbtv
PTTH 1,https://smart.pendy.dpdns.org/Smart.php?id=viet_ptth1

韩国频道,#genre# 
Arirang HD,https://smart.pendy.dpdns.org/Smart.php?id=arirang_korea
Yonhap News,https://smart.pendy.dpdns.org/Smart.php?id=yonhapnews_korea
CBS,https://smart.pendy.dpdns.org/Smart.php?id=cbs_korea
EBS 1,https://smart.pendy.dpdns.org/Smart.php?id=ebs1_korea
EBS2,https://smart.pendy.dpdns.org/Smart.php?id=ebs2_korea
EBS Plus2,https://smart.pendy.dpdns.org/Smart.php?id=ebsplus2_korea
SBS Plus,https://smart.pendy.dpdns.org/Smart.php?id=sbsplus_korea
YTN,https://smart.pendy.dpdns.org/Smart.php?id=ytn_korea
KBS World 24,https://smart.pendy.dpdns.org/Smart.php?id=kbsworld24_korea
YTN Science,https://smart.pendy.dpdns.org/Smart.php?id=ytnscience_korea
YTN Korean,https://smart.pendy.dpdns.org/Smart.php?id=ytnkorean_korea
YTN DMB,https://smart.pendy.dpdns.org/Smart.php?id=ytndmb_korea
Apps TV,https://smart.pendy.dpdns.org/Smart.php?id=appongoogle_korea
All the Kpop,https://smart.pendy.dpdns.org/Smart.php?id=allthekpop_korea
J the Kpop,https://smart.pendy.dpdns.org/Smart.php?id=jthekpop_korea
EBS Kids,https://smart.pendy.dpdns.org/Smart.php?id=ebskids_korea
CGNTV,https://smart.pendy.dpdns.org/Smart.php?id=cgntv_korea

日本频道,#genre# 
