

台灣,#genre#
VIUTV1,http://mytv6688.xyz/斯玛特的斯玛特.php?id=viu1_twn

香港频道,#genre#
CCTV-1综合 HD,http://mytv6688.xyz/斯玛特的斯玛特.php?id=cctv1
CCTV-2财经,http://mytv6688.xyz/斯玛特的斯玛特.php?id=cctv2
CCTV-3综艺 HD,http://mytv6688.xyz/斯玛特的斯玛特.php?id=cctv3
CCTV-4中文国际,http://mytv6688.xyz/斯玛特的斯玛特.php?id=cctv4
CCTV-4中文国际,,http://mytv6688.xyz/斯玛特的斯玛特.php?id=Cctv4
CCTV-7军事农业,http://mytv6688.xyz/斯玛特的斯玛特.php?id=cctv7
CCTV-8电视剧 HD,http://mytv6688.xyz/斯玛特的斯玛特.php?id=cctv8hd
CCTV-9记录 HD,http://mytv6688.xyz/斯玛特的斯玛特.php?id=cctv9hd
CCTV-10科教 HD,http://mytv6688.xyz/斯玛特的斯玛特.php?id=cctv10hd
CCTV-11戏曲,http://mytv6688.xyz/斯玛特的斯玛特.php?id=cctv11
CCTV-12社会与法,http://mytv6688.xyz/斯玛特的斯玛特.php?id=cctv12
CCTV-13新闻频道,http://mytv6688.xyz/斯玛特的斯玛特.php?id=cctv13
CCTV-14少儿,http://mytv6688.xyz/斯玛特的斯玛特.php?id=cctv14
CCTV-6,http://mytv6688.xyz/斯玛特的斯玛特.php?id=cctv6
CCTV-15音乐,http://mytv6688.xyz/斯玛特的斯玛特.php?id=cctv15
湖南卫视,http://mytv6688.xyz/斯玛特的斯玛特.php?id=hunan_twn
浙江卫视,http://mytv6688.xyz/斯玛特的斯玛特.php?id=zhejiang_twn
江苏卫视,http://mytv6688.xyz/斯玛特的斯玛特.php?id=jiangsu_twn
深圳卫视,http://mytv6688.xyz/斯玛特的斯玛特.php?id=shenzhen
东南卫视,http://mytv6688.xyz/斯玛特的斯玛特.php?id=fujian
广东南方卫视,http://mytv6688.xyz/斯玛特的斯玛特.php?id=nanfang_twn
广东卫视,http://mytv6688.xyz/斯玛特的斯玛特.php?id=guangdongweishi_twn
北京卫视,http://mytv6688.xyz/斯玛特的斯玛特.php?id=beijing
珠江台,http://mytv6688.xyz/斯玛特的斯玛特.php?id=zhujiang
广西卫视,http://mytv6688.xyz/斯玛特的斯玛特.php?id=guangxi
湖北卫视,http://mytv6688.xyz/斯玛特的斯玛特.php?id=hubei
四川卫视,http://mytv6688.xyz/斯玛特的斯玛特.php?id=sichuan_twn
东方卫视,http://mytv6688.xyz/斯玛特的斯玛特.php?id=dongfangweishi_twn
CGTN,http://mytv6688.xyz/斯玛特的斯玛特.php?id=CGTN
凤凰卫视,http://mytv6688.xyz/斯玛特的斯玛特.php?id=phoenixtv_hd
凤凰资讯,http://mytv6688.xyz/斯玛特的斯玛特.php?id=phoenixinfo_hd
CCTV-5体育频道,http://mytv6688.xyz/斯玛特的斯玛特.php?id=cctv5
CCTV-5+体育赛事 HD,http://mytv6688.xyz/斯玛特的斯玛特.php?id=cctv5plus

央视频道,#genre#
CCTV1,https://星河.xyz/太白李长寿/师妹.php?id=1
CCTV2,https://星河.xyz/太白李长寿/师妹.php?id=2
CCTV3,https://星河.xyz/太白李长寿/师妹.php?id=3
CCTV4,https://星河.xyz/太白李长寿/师妹.php?id=4
CCTV5,https://星河.xyz/太白李长寿/师妹.php?id=5
CCTV5+,https://星河.xyz/太白李长寿/师妹.php?id=6
CCTV6,https://星河.xyz/太白李长寿/师妹.php?id=7
CCTV7,https://星河.xyz/太白李长寿/师妹.php?id=8
CCTV8,https://星河.xyz/太白李长寿/师妹.php?id=9
CCTV9,https://星河.xyz/太白李长寿/师妹.php?id=10
CCTV10,https://星河.xyz/太白李长寿/师妹.php?id=11
CCTV11,https://星河.xyz/太白李长寿/师妹.php?id=12
CCTV12,https://星河.xyz/太白李长寿/师妹.php?id=13
CCTV13,https://星河.xyz/太白李长寿/师妹.php?id=14
CCTV14,https://星河.xyz/太白李长寿/师妹.php?id=15
CCTV15,https://星河.xyz/太白李长寿/师妹.php?id=16
CCTV17,https://星河.xyz/太白李长寿/师妹.php?id=17
CCTV4欧洲,https://星河.xyz/太白李长寿/师妹.php?id=18
CCTV4美洲,https://星河.xyz/太白李长寿/师妹.php?id=19
老故事,https://星河.xyz/太白李长寿/师妹.php?id=25
发现之旅,https://星河.xyz/太白李长寿/师妹.php?id=26
中学生,https://星河.xyz/太白李长寿/师妹.php?id=27
CGTN,https://星河.xyz/太白李长寿/师妹.php?id=28
CETV1,https://星河.xyz/太白李长寿/师妹.php?id=29
CETV2,https://星河.xyz/太白李长寿/师妹.php?id=30
CETV4,https://星河.xyz/太白李长寿/师妹.php?id=31

咪咕影视,#genre#
中国航天 “逆袭” 之路,https://星河.xyz/太白李长寿/师妹.php?id=32
新片放映厅,https://星河.xyz/太白李长寿/师妹.php?id=33
CHC影迷电影,https://星河.xyz/太白李长寿/师妹.php?id=34
CHC动作电影,https://星河.xyz/太白李长寿/师妹.php?id=35
CHC家庭影院,https://星河.xyz/太白李长寿/师妹.php?id=36
和美乡途轮播台,https://星河.xyz/太白李长寿/师妹.php?id=37
高清大片,https://星河.xyz/太白李长寿/师妹.php?id=38
南方影视,https://星河.xyz/太白李长寿/师妹.php?id=39
红色轮播台,https://星河.xyz/太白李长寿/师妹.php?id=40

卫视频道,#genre#

凤凰资讯,https://星河.xyz/云霄仙子/fengshows.php?id=7c96b084-60e1-40a9-89c5-682b994fb680
凤凰中文,https://星河.xyz/云霄仙子/fengshows.php?id=f7f48462-9b13-485b-8101-7b54716411ec
凤凰香港,https://星河.xyz/云霄仙子/fengshows.php?id=15e02d92-1698-416c-af2f-3e9a872b4d78
重温经典,https://星河.xyz/太白李长寿/直播中国.php?id=30167
东方卫视,https://星河.xyz/太白李长寿/师妹.php?id=41
江苏卫视,https://星河.xyz/太白李长寿/师妹.php?id=42
广东卫视,https://星河.xyz/太白李长寿/师妹.php?id=43
江西卫视,https://星河.xyz/太白李长寿/师妹.php?id=44
河南卫视,https://星河.xyz/太白李长寿/师妹.php?id=45
陕西卫视,https://星河.xyz/太白李长寿/师妹.php?id=46
大湾区卫视,https://星河.xyz/太白李长寿/师妹.php?id=47
湖北卫视,https://星河.xyz/太白李长寿/师妹.php?id=48
吉林卫视,https://星河.xyz/太白李长寿/师妹.php?id=49
青海卫视,https://星河.xyz/太白李长寿/师妹.php?id=50
东南卫视,https://星河.xyz/太白李长寿/师妹.php?id=51
海南卫视,https://星河.xyz/太白李长寿/师妹.php?id=52
海峡卫视,https://星河.xyz/太白李长寿/师妹.php?id=53

北京卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30024
天津卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30027
河北卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30035
山西卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30044
内蒙古卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30045
辽宁卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30033
吉林卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30037
黑龙江卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30032
东方卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30023
江苏卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30021
浙江卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30022
安徽卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30030
东南卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30038
江西卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30036
山东卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30028
河南卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30041
湖北卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30029
湖南卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30000
广东卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30025
广西卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30040
海南卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30048
重庆卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30031
四川卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30034
贵州卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30039
云南卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30047
西藏卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30049
陕西卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30050
甘肃卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30042
青海卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30043
宁夏卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30046
新疆卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30051
兵团卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30121
深圳卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30026
厦门卫视,https://星河.xyz/太白李长寿/直播中国.php?id=30123

北京卫视,http://39.137.75.230/000000001000/1000000001000017156/index.m3u8?channel-id=ystenlive
卡酷少儿,http://39.137.75.230/000000001000/1000000002000002413/index.m3u8?channel-id=ystenlive&Contentid=1000000002000002413&livemode=1&stbId=no
湖南卫视,http://39.137.75.234/000000001000/1000000001000009115/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009115&livemode=1&stbId=no
江苏卫视,http://39.137.75.232/000000001000/1000000001000004684/index.m3u8?channel-id=ystenlive&Contentid=1000000001000004684&livemode=1&stbId=no
东方卫视,http://39.137.75.229/000000001000/1000000001000030202/index.m3u8?channel-id=ystenlive
浙江卫视,http://39.137.75.230/000000001000/1000000005000265031/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265031&livemode=1&stbId=no
湖北卫视,http://39.137.75.230/000000001000/1000000001000010355/index.m3u8?channel-id=ystenlive&Contentid=1000000001000010355&livemode=1&stbId=no
天津卫视,http://39.137.75.230/000000001000/1000000001000003475/index.m3u8?channel-id=ystenlive&Contentid=1000000001000003475&livemode=1&stbId=no
辽宁卫视,http://39.137.75.230/000000001000/1000000002000024033/index.m3u8?channel-id=ystenlive&Contentid=1000000002000024033&livemode=1&stbId=no
安徽卫视,http://39.137.75.234/000000001000/1000000001000020780/index.m3u8?channel-id=ystenlive&Contentid=1000000001000020780&livemode=1&stbId=no
黑龙江卫视,http://39.137.75.233/000000001000/1000000001000009082/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009082&livemode=1&stbId=no
贵州卫视,http://39.137.75.234/000000001000/1000000002000003169/index.m3u8?channel-id=ystenlive&Contentid=1000000002000003169&livemode=1&stbId=no
东南卫视,http://39.137.75.230/000000001000/1000000002000009263/index.m3u8?channel-id=ystenlive&Contentid=1000000002000009263&livemode=1&stbId=no
延边卫视,http://39.137.75.230/000000001000/1000000005000266008/index.m3u8?channel-id=ystenlive&Contentid=1000000005000266008&livemode=1&stbId=no
重庆卫视,http://39.137.75.234/000000001000/1000000002000018937/index.m3u8?channel-id=ystenlive&Contentid=1000000002000018937&livemode=1&stbId=no
江西卫视,http://39.137.75.229/000000001000/1000000005000265032/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265032&livemode=1&stbId=no
广东卫视,http://39.137.75.230/000000001000/1000000001000028357/index.m3u8?channel-id=ystenlive&Contentid=1000000001000028357&livemode=1&stbId=no
河北卫视,http://39.137.75.234/000000001000/1000000002000017118/index.m3u8?channel-id=ystenlive&Contentid=1000000002000017118&livemode=1&stbId=no
深圳卫视,http://39.137.75.234/000000001000/1000000005000265028/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265028&livemode=1&stbId=no
河南卫视,http://39.137.75.230/000000001000/1000000002000027731/index.m3u8?channel-id=ystenlive&Contentid=1000000002000027731&livemode=1&stbId=no
四川卫视,http://39.137.75.234/000000001000/1000000002000016825/index.m3u8?channel-id=ystenlive&Contentid=1000000002000016825&livemode=1&stbId=no
河北卫视,http://39.137.75.234/000000001000/1000000002000017118/index.m3u8?channel-id=ystenlive&Contentid=1000000002000017118&livemode=1&stbId=no
广西卫视,http://39.137.75.230/000000001000/1000000002000019837/index.m3u8?channel-id=ystenlive&Contentid=1000000002000019837&livemode=1&stbId=no
陕西卫视,http://39.137.75.230/000000001000/1000000002000007495/index.m3u8?channel-id=ystenlive&Contentid=1000000002000007495&livemode=1&stbId=no
宁夏卫视,http://39.137.75.234/000000001000/1000000002000031451/index.m3u8?channel-id=ystenlive&Contentid=1000000002000031451&livemode=1&stbId=no
山西卫视,http://39.137.75.234/000000001000/1000000002000021220/index.m3u8?channel-id=ystenlive&Contentid=1000000002000021220&livemode=1&stbId=no
内蒙古卫视,http://39.137.75.234/000000001000/1000000002000014080/index.m3u8?channel-id=ystenlive&Contentid=1000000002000014080&livemode=1&stbId=no
海南卫视,http://39.137.75.229/000000001000/1000000002000023773/index.m3u8?channel-id=ystenlive&Contentid=1000000002000023773&livemode=1&stbId=no
西藏卫视,http://39.137.75.232/000000001000/1000000002000015894/index.m3u8?channel-id=ystenlive&Contentid=1000000002000015894&livemode=1&stbId=no
新疆卫视,http://39.137.75.230/000000001000/1000000002000029441/index.m3u8?channel-id=ystenlive&Contentid=1000000002000029441&livemode=1&stbId=no
厦门卫视,http://39.137.75.234/000000001000/1000000005000266006/index.m3u8?channel-id=ystenlive&Contentid=1000000005000266006&livemode=1&stbId=no
兵团卫视,http://39.137.75.229/000000001000/1000000005000266005/index.m3u8?channel-id=ystenlive&Contentid=1000000005000266005&livemode=1&stbId=no
金鹰卡通,http://39.137.75.234/000000001000/1000000002000016601/index.m3u8?channel-id=ystenlive&Contentid=1000000002000016601&livemode=1&stbId=no

全网通临,#genre#
CCTV1综合,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226737/1.m3u8
CCTV1综合,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226694/1.m3u8
CCTV2财经,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226739/1.m3u8
CCTV3综艺,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226720/1.m3u8
CCTV4中文国际,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226725/1.m3u8
CCTV5体育,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226731/1.m3u8
CCTV5+体育赛事,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226711/1.m3u8
CCTV6电影,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226699/1.m3u8
CCTV7国防军事,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226721/1.m3u8
CCTV7国防军事,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226948/1.m3u8
CCTV7国防军事,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226984/1.m3u8
CCTV8电视剧,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226715/1.m3u8
CCTV9纪录,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226651/1.m3u8
CCTV9纪录,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226657/1.m3u8
CCTV10科教,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226708/1.m3u8
CCTV11戏曲,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226714/1.m3u8
CCTV12社会与法,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226723/1.m3u8
CCTV12社会与法,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226748/1.m3u8
CCTV13新闻,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226717/1.m3u8
CCTV14少儿,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226645/1.m3u8
CCTV14少儿,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226663/1.m3u8
CCTV15音乐,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226648/1.m3u8
CCTV16奥林匹克,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226825/1.m3u8
CCTV17农业农村,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226660/1.m3u8
CCTV17农业农村,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226727/1.m3u8
CGTN,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226666/1.m3u8
CETV1中教1台,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226673/1.m3u8
CETV1中教1台,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226712/1.m3u8
CETV2中教2台,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226718/1.m3u8
CETV3中教3台,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226722/1.m3u8
CETV4中教4台,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226724/1.m3u8
北京卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226719/1.m3u8
东方卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226734/1.m3u8
天津卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226686/1.m3u8
重庆卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226680/1.m3u8
黑龙江卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226716/1.m3u8
吉林卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226671/1.m3u8
辽宁卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226689/1.m3u8
内蒙古卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226685/1.m3u8
宁夏卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226691/1.m3u8
甘肃卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226662/1.m3u8
青海卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226696/1.m3u8
陕西卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226707/1.m3u8
河北卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226684/1.m3u8
河北卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226665/1.m3u8
山西卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226704/1.m3u8
山东卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226693/1.m3u8
安徽卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226655/1.m3u8
安徽卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226664/1.m3u8
河南卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226687/1.m3u8
湖北卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226713/1.m3u8
湖南卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226698/1.m3u8
江西卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226682/1.m3u8
江西卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226726/1.m3u8
江苏卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226692/1.m3u8
浙江卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226690/1.m3u8
东南卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226670/1.m3u8
东南卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226675/1.m3u8
厦门卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226695/1.m3u8
广东卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221227161/1.m3u8
深圳卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226688/1.m3u8
广西卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226681/1.m3u8
云南卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226709/1.m3u8
贵州卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226672/1.m3u8
贵州卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226676/1.m3u8
四川卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226659/1.m3u8
四川卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226697/1.m3u8
新疆卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226700/1.m3u8
兵团卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226661/1.m3u8
西藏卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226710/1.m3u8
海南卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226679/1.m3u8
海南卫视,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226683/1.m3u8
北京纪实科教,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226656/1.m3u8
北京纪实科教,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226658/1.m3u8
北京纪实科教,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226730/1.m3u8
卡酷少儿,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226677/1.m3u8
哈哈炫动,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226703/1.m3u8
山东教育,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226701/1.m3u8
金鹰纪实,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226667/1.m3u8
金鹰卡通,http://120.198.234.196:8088/rrs03.hw.gmcc.net/PLTV/81/224/3221226674/1.m3u8


酒店专区,#genre#
酒店专区,#genre#
CCTV1,https://星河.xyz/太白李长寿/mq.php?id=cctv1
CCTV2,https://星河.xyz/太白李长寿/mq.php?id=cctv2
CCTV3,https://星河.xyz/太白李长寿/mq.php?id=cctv3
CCTV4,https://星河.xyz/太白李长寿/mq.php?id=cctv4
CCTV4欧洲,https://星河.xyz/太白李长寿/mq.php?id=cctv4o
CCTV4美洲,https://星河.xyz/太白李长寿/mq.php?id=cctv4a
CCTV5,https://星河.xyz/太白李长寿/mq.php?id=cctv5
CCTV5+,https://星河.xyz/太白李长寿/mq.php?id=cctv5p
CCTV6,https://星河.xyz/太白李长寿/mq.php?id=cctv6
CCTV7,https://星河.xyz/太白李长寿/mq.php?id=cctv7
CCTV8,https://星河.xyz/太白李长寿/mq.php?id=cctv8
CCTV9,https://星河.xyz/太白李长寿/mq.php?id=cctv9
CCTV10,https://星河.xyz/太白李长寿/mq.php?id=cctv10
CCTV11,https://星河.xyz/太白李长寿/mq.php?id=cctv11
CCTV12,https://星河.xyz/太白李长寿/mq.php?id=cctv12
CCTV13,https://星河.xyz/太白李长寿/mq.php?id=cctv13
CCTV14,https://星河.xyz/太白李长寿/mq.php?id=cctv14
CCTV15,https://星河.xyz/太白李长寿/mq.php?id=cctv15
CCTV17,https://星河.xyz/太白李长寿/mq.php?id=cctv17
CGTN,https://星河.xyz/太白李长寿/mq.php?id=cgtn
CGTN2,https://星河.xyz/太白李长寿/mq.php?id=cgtn2
CETV1,https://星河.xyz/太白李长寿/mq.php?id=cetv1
CETV2,https://星河.xyz/太白李长寿/mq.php?id=cetv2
CETV4,https://星河.xyz/太白李长寿/mq.php?id=cetv4
CHC影迷电影,https://星河.xyz/太白李长寿/mq.php?id=chcym
CHC动作电影,https://星河.xyz/太白李长寿/mq.php?id=chcdz
CHC家庭影院,https://星河.xyz/太白李长寿/mq.php?id=chcjt
北京卫视,https://星河.xyz/太白李长寿/mq.php?id=bjws
东方卫视,https://星河.xyz/太白李长寿/mq.php?id=dfws
天津卫视,https://星河.xyz/太白李长寿/mq.php?id=tjws
重庆卫视,https://星河.xyz/太白李长寿/mq.php?id=cqws
黑龙江卫视,https://星河.xyz/太白李长寿/mq.php?id=hljws
吉林卫视,https://星河.xyz/太白李长寿/mq.php?id=jlws
辽宁卫视,https://星河.xyz/太白李长寿/mq.php?id=lnws
内蒙古卫视,https://星河.xyz/太白李长寿/mq?id=nmws
宁夏卫视,https://星河.xyz/太白李长寿/mq.php?id=nxws
甘肃卫视,https://星河.xyz/太白李长寿/mq.php?id=gsws
青海卫视,https://星河.xyz/太白李长寿/mq.php?id=qhws
陕西卫视,https://星河.xyz/太白李长寿/mq.php?id=sxws
河北卫视,https://星河.xyz/太白李长寿/mq.php?id=hbws
山西卫视,https://星河.xyz/太白李长寿/mq.php?id=sxiws
山东卫视,https://星河.xyz/太白李长寿/mq.php?id=sdws
安徽卫视,https://星河.xyz/太白李长寿/mq.php?id=ahws
河南卫视,https://星河.xyz/太白李长寿/mq.php?id=hnws
河南卫视4K,https://星河.xyz/太白李长寿/mq.php?id=hnws4k
湖北卫视,https://星河.xyz/太白李长寿/mq.php?id=hubws
湖南卫视,https://星河.xyz/太白李长寿/mq.php?id=hunws
江西卫视,https://星河.xyz/太白李长寿/mq.php?id=jxws
浙江卫视,https://星河.xyz/太白李长寿/mq.php?id=zjws
东南卫视,https://星河.xyz/太白李长寿/mq.php?id=dnws
厦门卫视,https://星河.xyz/太白李长寿/mq.php?id=xmws
广东卫视,https://星河.xyz/太白李长寿/mq.php?id=gdws
深圳卫视,https://星河.xyz/太白李长寿/mq.php?id=szws
广西卫视,https://星河.xyz/太白李长寿/mq.php?id=gxws
云南卫视,https://星河.xyz/太白李长寿/mq.php?id=ynws
贵州卫视,https://星河.xyz/太白李长寿/mq.php?id=gzws
四川卫视,https://星河.xyz/太白李长寿/mq.php?id=scws
新疆卫视,https://星河.xyz/太白李长寿/mq.php?id=xjws
兵团卫视,https://星河.xyz/太白李长寿/mq.php?id=btws
西藏卫视,https://星河.xyz/太白李长寿/mq.php?id=xzws
海南卫视,https://星河.xyz/太白李长寿/mq.php?id=hinws
三沙卫视,https://星河.xyz/太白李长寿/mq.php?id=ssws
河南都市,https://星河.xyz/太白李长寿/mq.php?id=hnds
河南电视剧,https://星河.xyz/太白李长寿/mq.php?id=hndsj
河南新闻,https://星河.xyz/太白李长寿/mq.php?id=hnxw
河南新乡村,https://星河.xyz/太白李长寿/mq.php?id=hnxc
河南法制,https://星河.xyz/太白李长寿/mq.php?id=hnfz
国学频道,https://星河.xyz/太白李长寿/mq.php?id=gxpd
河南移动,https://星河.xyz/太白李长寿/mq.php?id=hnyd
河南戏曲,https://星河.xyz/太白李长寿/mq.php?id=hnxq
河南收藏,https://星河.xyz/太白李长寿/mq.php?id=hnsc
河南功夫,https://星河.xyz/太白李长寿/mq.php?id=hngf
商丘新闻综合,https://星河.xyz/太白李长寿/mq.php?id=sq1
商丘公共,https://星河.xyz/太白李长寿/mq.php?id=sq2
商丘文体科技,https://星河.xyz/太白李长寿/mq.php?id=sq3
